speech_id,lang_rank,zero_shot,relative_speaker_position,bertscore,translated
CRE-20060315-ITEM-012_3-312,medium,False,0.6818181818181818,0.4094640053548401,False
CRE-20060315-ITEM-012_3-313,medium,False,0.7272727272727273,0.5751407272479774,False
CRE-20060315-ITEM-012_3-314,medium,False,0.7727272727272727,0.48663325135591223,False
CRE-20060315-ITEM-012_3-317,high,False,0.8181818181818182,0.45430346362783663,False
CRE-20060315-ITEM-012_3-319,medium,False,0.9090909090909091,0.5668716102981034,False
CRE-20060315-ITEM-012_3-320,high,False,0.9545454545454546,0.254115931826499,False
CRE-20060315-ITEM-012_3-298,medium,True,0.045454545454545456,0.5094319419600469,False
CRE-20060315-ITEM-012_3-299,high,True,0.09090909090909091,0.5080327309442492,False
CRE-20060315-ITEM-012_3-300,high,True,0.13636363636363635,0.5515517916913454,False
CRE-20060315-ITEM-012_3-301,medium,True,0.18181818181818182,0.5663519970231808,False
CRE-20060315-ITEM-012_3-302,medium,True,0.22727272727272727,0.4384443325668667,False
CRE-20060315-ITEM-012_3-303,medium,True,0.2727272727272727,0.6988319055713238,False
CRE-20060315-ITEM-012_3-304,medium,True,0.3181818181818182,0.6863292117764377,False
CRE-20060315-ITEM-012_3-305,low,True,0.36363636363636365,0.3704777127070694,False
CRE-20060315-ITEM-012_3-306,medium,True,0.4090909090909091,0.3872639215282297,False
CRE-20060315-ITEM-012_3-307,medium,True,0.45454545454545453,0.5551943634587754,False
CRE-20060315-ITEM-012_3-308,medium,True,0.5,0.1948578377880804,False
CRE-20060315-ITEM-012_3-309,medium,True,0.5454545454545454,0.5180616045352312,False
CRE-20060315-ITEM-012_3-310,high,True,0.5909090909090909,0.21379927086147538,False
CRE-20060315-ITEM-012_3-311,high,True,0.6363636363636364,0.35168086353968986,False
CRE-20060315-ITEM-012_3-312,medium,True,0.6818181818181818,0.16609827842333522,False
CRE-20060315-ITEM-012_3-313,medium,True,0.7272727272727273,0.1834607658347201,False
CRE-20060315-ITEM-012_3-314,medium,True,0.7727272727272727,0.48971772983676015,False
CRE-20060315-ITEM-012_3-317,high,True,0.8181818181818182,0.4144558401502895,False
CRE-20060315-ITEM-012_3-319,medium,True,0.9090909090909091,0.09492302792542591,False
CRE-20060315-ITEM-012_3-320,high,True,0.9545454545454546,0.6008086515666325,False
CRE-20060426-ITEM-012_3-101,medium,True,0.04,0.5242877410591444,False
CRE-20060426-ITEM-012_3-102,medium,True,0.08,0.45565781151119494,False
CRE-20060426-ITEM-012_3-103,high,True,0.12,0.2716064491880302,False
CRE-20060426-ITEM-012_3-104,high,True,0.16,0.6024705559638379,False
CRE-20060426-ITEM-012_3-105,medium,True,0.2,0.6578437906457153,False
CRE-20060426-ITEM-012_3-106,medium,True,0.24,0.44572447421640776,False
CRE-20060426-ITEM-012_3-107,medium,True,0.28,0.449638735066004,False
CRE-20060426-ITEM-012_3-108,medium,True,0.32,0.12734272560381085,False
CRE-20060426-ITEM-012_3-109,medium,True,0.36,0.46792277275728045,False
CRE-20060426-ITEM-012_3-110,medium,True,0.4,0.633664644480237,False
CRE-20060426-ITEM-012_3-111,high,True,0.44,0.17403916910431227,False
CRE-20060426-ITEM-012_3-112,high,True,0.48,0.5898088875787313,False
CRE-20060426-ITEM-012_3-113,medium,True,0.52,0.20340792465764307,False
CRE-20060426-ITEM-012_3-114,low,True,0.56,0.16193826382803672,False
CRE-20060426-ITEM-012_3-115,medium,True,0.6,0.21706587343685035,False
CRE-20060426-ITEM-012_3-116,medium,True,0.64,0.16334087870081074,False
CRE-20060426-ITEM-012_3-117,high,True,0.68,0.6859835323722147,False
CRE-20060426-ITEM-012_3-118,medium,True,0.72,0.11580958578880143,False
CRE-20060426-ITEM-012_3-119,medium,True,0.76,0.5519521963273895,False
CRE-20060426-ITEM-012_3-120,medium,True,0.8,0.16560159430715257,False
CRE-20060426-ITEM-012_3-121,high,True,0.84,0.49805340601686177,False
CRE-20060426-ITEM-012_3-122,high,True,0.88,0.6202843519071967,False
CRE-20060426-ITEM-012_3-123,medium,True,0.92,0.47353343571766754,False
CRE-20060426-ITEM-012_3-101,medium,False,0.04,0.44947186756273644,False
CRE-20060426-ITEM-012_3-102,medium,False,0.08,0.4303566967423551,False
CRE-20060426-ITEM-012_3-103,high,False,0.12,0.280145290516742,False
CRE-20060426-ITEM-012_3-104,high,False,0.16,0.5629271811117018,False
CRE-20060426-ITEM-012_3-105,medium,False,0.2,0.6311293466432156,False
CRE-20060426-ITEM-012_3-106,medium,False,0.24,0.5016471316396153,False
CRE-20060426-ITEM-012_3-107,medium,False,0.28,0.3741004451247715,False
CRE-20060426-ITEM-012_3-108,medium,False,0.32,0.5099962090797538,False
CRE-20060426-ITEM-012_3-109,medium,False,0.36,0.539681004545821,False
CRE-20060426-ITEM-012_3-110,medium,False,0.4,0.6343623152899288,False
CRE-20060426-ITEM-012_3-111,high,False,0.44,0.5620815486010563,False
CRE-20060426-ITEM-012_3-112,high,False,0.48,0.5178371319259536,False
CRE-20060426-ITEM-012_3-113,medium,False,0.52,0.552731900314477,False
CRE-20060426-ITEM-012_3-114,low,False,0.56,0.6480758264215394,False
CRE-20060426-ITEM-012_3-115,medium,False,0.6,0.3478010379675129,False
CRE-20060426-ITEM-012_3-116,medium,False,0.64,0.2960055317514968,False
CRE-20060426-ITEM-012_3-117,high,False,0.68,0.7002220534669157,False
CRE-20060426-ITEM-012_3-118,medium,False,0.72,0.5972830014457885,False
CRE-20060426-ITEM-012_3-119,medium,False,0.76,0.4648000055815718,False
CRE-20060426-ITEM-012_3-120,medium,False,0.8,0.304502769657229,False
CRE-20060426-ITEM-012_3-121,high,False,0.84,0.5431626689470685,False
CRE-20060426-ITEM-012_3-122,high,False,0.88,0.5447741704721286,False
CRE-20060426-ITEM-012_3-123,medium,False,0.92,0.49323046405084653,False
CRE-20060406-ITEM-011_4-127,high,True,0.0625,0.5294347864746426,False
CRE-20060406-ITEM-011_4-128,high,True,0.125,0.5524867836635253,False
CRE-20060406-ITEM-011_4-129,high,True,0.1875,0.6323441546604897,False
CRE-20060406-ITEM-011_4-130,high,True,0.25,0.7093277755505252,False
CRE-20060406-ITEM-011_4-131,high,True,0.3125,0.5455798967776925,False
CRE-20060406-ITEM-011_4-132,medium,True,0.375,0.5489285566286066,False
CRE-20060406-ITEM-011_4-133,medium,True,0.4375,0.7466444465528252,False
CRE-20060406-ITEM-011_4-134,low,True,0.5,0.6179032396949117,False
CRE-20060406-ITEM-011_4-135,low,True,0.5625,0.20843375495131103,False
CRE-20060406-ITEM-011_4-136,high,True,0.625,0.1095927726403283,False
CRE-20060406-ITEM-011_4-137,high,True,0.6875,0.20561350417502486,False
CRE-20060406-ITEM-011_4-138,high,True,0.75,0.1651071103107127,False
CRE-20060406-ITEM-011_4-139,high,True,0.8125,0.7352195185893238,False
CRE-20060406-ITEM-011_4-140,high,True,0.875,0.6264931348801417,False
CRE-20060406-ITEM-011_4-127,high,False,0.0625,0.5352220366602931,False
CRE-20060406-ITEM-011_4-128,high,False,0.125,0.5299002559593746,False
CRE-20060406-ITEM-011_4-129,high,False,0.1875,0.5450955668816542,False
CRE-20060406-ITEM-011_4-130,high,False,0.25,0.5222052803373003,False
CRE-20060406-ITEM-011_4-131,high,False,0.3125,0.6303094418951982,False
CRE-20060406-ITEM-011_4-132,medium,False,0.375,0.6048931355029172,False
CRE-20060406-ITEM-011_4-133,medium,False,0.4375,0.6578750499723491,False
CRE-20060406-ITEM-011_4-134,low,False,0.5,0.6222337730658498,False
CRE-20060406-ITEM-011_4-135,low,False,0.5625,0.30012877588582837,False
CRE-20060406-ITEM-011_4-136,high,False,0.625,0.5366777334064335,False
CRE-20060406-ITEM-011_4-137,high,False,0.6875,0.592781778857661,False
CRE-20060406-ITEM-011_4-138,high,False,0.75,0.5613738981427002,False
CRE-20060406-ITEM-011_4-139,high,False,0.8125,0.5656494763530715,False
CRE-20060406-ITEM-011_4-140,high,False,0.875,0.5443594519375854,False
CRE-20060315-ITEM-015_3-373,medium,False,0.14285714285714285,0.5108934076582856,False
CRE-20060315-ITEM-015_3-374,high,False,0.2857142857142857,0.5190971877494657,False
CRE-20060315-ITEM-015_3-375,medium,False,0.42857142857142855,0.5721234662823986,False
CRE-20060315-ITEM-015_3-376,high,False,0.5714285714285714,0.541780837693406,False
CRE-20060315-ITEM-015_3-377,high,False,0.7142857142857143,0.5217996736250162,False
CRE-20060315-ITEM-015_3-373,medium,True,0.14285714285714285,0.5001547413465834,False
CRE-20060315-ITEM-015_3-374,high,True,0.2857142857142857,0.42291444958411184,False
CRE-20060315-ITEM-015_3-375,medium,True,0.42857142857142855,0.6394765644282344,False
CRE-20060315-ITEM-015_3-376,high,True,0.5714285714285714,0.5006906934601155,False
CRE-20060315-ITEM-015_3-377,high,True,0.7142857142857143,0.5665070940639596,False
CRE-20060314-ITEM-015_2-171,medium,False,0.02857142857142857,0.3986462468927338,False
CRE-20060314-ITEM-015_2-172,high,False,0.05714285714285714,0.5192123293923506,False
CRE-20060314-ITEM-015_2-173,high,False,0.08571428571428572,0.2741944627860412,False
CRE-20060314-ITEM-015_2-174,high,False,0.11428571428571428,0.27869699078207594,False
CRE-20060314-ITEM-015_2-175,medium,False,0.14285714285714285,0.4785230423384818,False
CRE-20060314-ITEM-015_2-176,high,False,0.17142857142857143,0.6259036780149068,False
CRE-20060314-ITEM-015_2-177,medium,False,0.2,0.5440164754514956,False
CRE-20060314-ITEM-015_2-178,high,False,0.22857142857142856,0.5605201506787587,False
CRE-20060314-ITEM-015_2-179,medium,False,0.2571428571428571,0.47027198489376365,False
CRE-20060314-ITEM-015_2-180,medium,False,0.2857142857142857,0.2623435824802506,False
CRE-20060314-ITEM-015_2-181,medium,False,0.3142857142857143,0.32761503149915727,False
CRE-20060314-ITEM-015_2-182,medium,False,0.34285714285714286,0.5145591925931577,False
CRE-20060314-ITEM-015_2-183,high,False,0.37142857142857144,0.23570631598243513,False
CRE-20060314-ITEM-015_2-184,medium,False,0.4,0.2756642330870456,False
CRE-20060314-ITEM-015_2-185,medium,False,0.42857142857142855,0.15281905238234222,False
CRE-20060314-ITEM-015_2-186,low,False,0.45714285714285713,0.5284671197445759,False
CRE-20060314-ITEM-015_2-187,medium,False,0.4857142857142857,0.4214091541795529,False
CRE-20060314-ITEM-015_2-188,medium,False,0.5142857142857142,0.3365427061578129,False
CRE-20060314-ITEM-015_2-189,medium,False,0.5428571428571428,0.5802350853864592,False
CRE-20060314-ITEM-015_2-190,medium,False,0.5714285714285714,0.5354514833039795,False
CRE-20060314-ITEM-015_2-191,medium,False,0.6,0.36470809652304204,False
CRE-20060314-ITEM-015_2-192,medium,False,0.6285714285714286,0.5298813327709903,False
CRE-20060314-ITEM-015_2-193,medium,False,0.6571428571428571,0.5343567990703879,False
CRE-20060314-ITEM-015_2-194,high,False,0.6857142857142857,0.5702845304622443,False
CRE-20060314-ITEM-015_2-195,medium,False,0.7142857142857143,0.3967830362890755,False
CRE-20060314-ITEM-015_2-196,high,False,0.7428571428571429,0.4790481614487901,False
CRE-20060314-ITEM-015_2-197,high,False,0.7714285714285715,0.28124475257006026,False
CRE-20060314-ITEM-015_2-198,high,False,0.8,0.2560848344118539,False
CRE-20060314-ITEM-015_2-199,high,False,0.8285714285714286,0.41632258099303526,False
CRE-20060314-ITEM-015_2-201,medium,False,0.8857142857142857,0.31157929325639616,False
CRE-20060314-ITEM-015_2-202,high,False,0.9142857142857143,0.26367155888734634,False
CRE-20060314-ITEM-015_2-203,medium,False,0.9428571428571428,0.32021006919577377,False
CRE-20060314-ITEM-015_2-204,high,False,0.9714285714285714,0.20173765152544743,False
CRE-20060314-ITEM-015_2-171,medium,True,0.02857142857142857,0.5211500050564603,False
CRE-20060314-ITEM-015_2-172,high,True,0.05714285714285714,0.5273595461747915,False
CRE-20060314-ITEM-015_2-173,high,True,0.08571428571428572,0.4049394197645994,False
CRE-20060314-ITEM-015_2-174,high,True,0.11428571428571428,0.1722519229123317,False
CRE-20060314-ITEM-015_2-175,medium,True,0.14285714285714285,0.143503820534572,False
CRE-20060314-ITEM-015_2-176,high,True,0.17142857142857143,0.6405514781085955,False
CRE-20060314-ITEM-015_2-177,medium,True,0.2,0.14148426987970864,False
CRE-20060314-ITEM-015_2-178,high,True,0.22857142857142856,0.07697477468258455,False
CRE-20060314-ITEM-015_2-179,medium,True,0.2571428571428571,0.556795929710451,False
CRE-20060314-ITEM-015_2-180,medium,True,0.2857142857142857,0.09849798469433153,False
CRE-20060314-ITEM-015_2-181,medium,True,0.3142857142857143,0.3668006959062044,False
CRE-20060314-ITEM-015_2-182,medium,True,0.34285714285714286,0.5749977706886752,False
CRE-20060314-ITEM-015_2-183,high,True,0.37142857142857144,0.1584436188531653,False
CRE-20060314-ITEM-015_2-184,medium,True,0.4,0.10211438441520967,False
CRE-20060314-ITEM-015_2-185,medium,True,0.42857142857142855,0.33683064798829043,False
CRE-20060314-ITEM-015_2-186,low,True,0.45714285714285713,0.09574769522279543,False
CRE-20060314-ITEM-015_2-187,medium,True,0.4857142857142857,0.081341630949072,False
CRE-20060314-ITEM-015_2-188,medium,True,0.5142857142857142,0.10962828668572633,False
CRE-20060314-ITEM-015_2-189,medium,True,0.5428571428571428,0.6434228134549883,False
CRE-20060314-ITEM-015_2-190,medium,True,0.5714285714285714,0.5910667177324435,False
CRE-20060314-ITEM-015_2-191,medium,True,0.6,0.380250115231226,False
CRE-20060314-ITEM-015_2-192,medium,True,0.6285714285714286,0.12112437919069143,False
CRE-20060314-ITEM-015_2-193,medium,True,0.6571428571428571,0.11798894119577925,False
CRE-20060314-ITEM-015_2-194,high,True,0.6857142857142857,0.6200705867226444,False
CRE-20060314-ITEM-015_2-195,medium,True,0.7142857142857143,0.6773105431029961,False
CRE-20060314-ITEM-015_2-196,high,True,0.7428571428571429,0.48070257463352944,False
CRE-20060314-ITEM-015_2-197,high,True,0.7714285714285715,0.23208891600361106,False
CRE-20060314-ITEM-015_2-198,high,True,0.8,0.39879283626574485,False
CRE-20060314-ITEM-015_2-199,high,True,0.8285714285714286,0.500344389339287,False
CRE-20060314-ITEM-015_2-201,medium,True,0.8857142857142857,0.0997108616872575,False
CRE-20060314-ITEM-015_2-202,high,True,0.9142857142857143,0.12143626209247728,False
CRE-20060314-ITEM-015_2-203,medium,True,0.9428571428571428,0.3510259795879817,False
CRE-20060314-ITEM-015_2-204,high,True,0.9714285714285714,0.11165502657233017,False
CRE-20060426-ITEM-015_3-160,medium,True,0.020833333333333332,0.5024080249584831,False
CRE-20060426-ITEM-015_3-161,medium,True,0.041666666666666664,0.5735686800535121,False
CRE-20060426-ITEM-015_3-162,medium,True,0.0625,0.42004474980779644,False
CRE-20060426-ITEM-015_3-163,low,True,0.08333333333333333,0.21534881850588056,False
CRE-20060426-ITEM-015_3-165,high,True,0.125,0.5162672824772034,False
CRE-20060426-ITEM-015_3-167,medium,True,0.16666666666666666,0.6623936083729003,False
CRE-20060426-ITEM-015_3-168,low,True,0.1875,0.5817900016186554,False
CRE-20060426-ITEM-015_3-169,low,True,0.20833333333333334,0.10278934327467538,False
CRE-20060426-ITEM-015_3-170,high,True,0.22916666666666666,0.4887738873268524,False
CRE-20060426-ITEM-015_3-171,medium,True,0.25,0.17415229845411756,False
CRE-20060426-ITEM-015_3-172,medium,True,0.2708333333333333,0.2256696277802498,False
CRE-20060426-ITEM-015_3-173,high,True,0.2916666666666667,0.11520234050022998,False
CRE-20060426-ITEM-015_3-174,high,True,0.3125,0.5071269784759518,False
CRE-20060426-ITEM-015_3-175,high,True,0.3333333333333333,0.22888600898553402,False
CRE-20060426-ITEM-015_3-176,low,True,0.3541666666666667,0.49565159962817446,False
CRE-20060426-ITEM-015_3-177,medium,True,0.375,0.410593685488154,False
CRE-20060426-ITEM-015_3-178,low,True,0.3958333333333333,0.4873552457311747,False
CRE-20060426-ITEM-015_3-179,medium,True,0.4166666666666667,0.41902682845521083,False
CRE-20060426-ITEM-015_3-180,low,True,0.4375,0.19510489691915708,False
CRE-20060426-ITEM-015_3-181,medium,True,0.4583333333333333,0.18177222732084644,False
CRE-20060426-ITEM-015_3-182,medium,True,0.4791666666666667,0.17004815751540311,False
CRE-20060426-ITEM-015_3-183,high,True,0.5,0.23833291046622881,False
CRE-20060426-ITEM-015_3-184,low,True,0.5208333333333334,0.48258763466544563,False
CRE-20060426-ITEM-015_3-185,medium,True,0.5416666666666666,0.5789455877622994,False
CRE-20060426-ITEM-015_3-186,high,True,0.5625,0.5652868193301476,False
CRE-20060426-ITEM-015_3-187,medium,True,0.5833333333333334,0.5432390689087307,False
CRE-20060426-ITEM-015_3-188,high,True,0.6041666666666666,0.6287532492783513,False
CRE-20060426-ITEM-015_3-189,medium,True,0.625,0.12171523933527231,False
CRE-20060426-ITEM-015_3-190,low,True,0.6458333333333334,0.6166326571716771,False
CRE-20060426-ITEM-015_3-191,medium,True,0.6666666666666666,0.6321235901405703,False
CRE-20060426-ITEM-015_3-192,high,True,0.6875,0.15685842083590426,False
CRE-20060426-ITEM-015_3-193,high,True,0.7083333333333334,0.19031010700446452,False
CRE-20060426-ITEM-015_3-194,medium,True,0.7291666666666666,0.1275479810259201,False
CRE-20060426-ITEM-015_3-195,high,True,0.75,0.14806122851190093,False
CRE-20060426-ITEM-015_3-196,low,True,0.7708333333333334,0.2257800140476344,False
CRE-20060426-ITEM-015_3-197,medium,True,0.7916666666666666,0.44858433319345214,False
CRE-20060426-ITEM-015_3-198,medium,True,0.8125,0.24565576508927348,False
CRE-20060426-ITEM-015_3-199,medium,True,0.8333333333333334,0.165313372940712,False
CRE-20060426-ITEM-015_3-200,medium,True,0.8541666666666666,0.647120497313832,False
CRE-20060426-ITEM-015_3-201,high,True,0.875,0.5293979830021427,False
CRE-20060426-ITEM-015_3-202,high,True,0.8958333333333334,0.5790041574764425,False
CRE-20060426-ITEM-015_3-203,high,True,0.9166666666666666,0.505602356750888,False
CRE-20060426-ITEM-015_3-205,high,True,0.9583333333333334,0.11371070352840777,False
CRE-20060426-ITEM-015_3-206,high,True,0.9791666666666666,0.04246005939030844,False
CRE-20060314-ITEM-022_2-403,high,True,0.058823529411764705,0.6666865447521815,False
CRE-20060314-ITEM-022_2-404,high,True,0.11764705882352941,0.5969766345780532,False
CRE-20060314-ITEM-022_2-405,high,True,0.17647058823529413,0.5004758477336227,False
CRE-20060314-ITEM-022_2-406,medium,True,0.23529411764705882,0.5244970661495201,False
CRE-20060314-ITEM-022_2-407,high,True,0.29411764705882354,0.1428571084959769,False
CRE-20060314-ITEM-022_2-408,high,True,0.35294117647058826,0.6042115106127578,False
CRE-20060314-ITEM-022_2-409,medium,True,0.4117647058823529,0.49873199277351865,False
CRE-20060314-ITEM-022_2-410,high,True,0.47058823529411764,0.09567979277834039,False
CRE-20060314-ITEM-022_2-411,medium,True,0.5294117647058824,0.4175101236030688,False
CRE-20060314-ITEM-022_2-412,medium,True,0.5882352941176471,0.4800891286566675,False
CRE-20060314-ITEM-022_2-413,medium,True,0.6470588235294118,0.3902044022405519,False
CRE-20060314-ITEM-022_2-414,medium,True,0.7058823529411765,0.38705805372214364,False
CRE-20060314-ITEM-022_2-415,high,True,0.7647058823529411,0.17861173448822254,False
CRE-20060314-ITEM-022_2-416,high,True,0.8235294117647058,0.6432321831478981,False
CRE-20060314-ITEM-022_2-417,high,True,0.8823529411764706,0.5719721322582484,False
CRE-20060314-ITEM-022_2-403,high,False,0.058823529411764705,0.6063031191079172,False
CRE-20060314-ITEM-022_2-404,high,False,0.11764705882352941,0.5382461026364099,False
CRE-20060314-ITEM-022_2-405,high,False,0.17647058823529413,0.5279035497107007,False
CRE-20060314-ITEM-022_2-406,medium,False,0.23529411764705882,0.5712059152943022,False
CRE-20060314-ITEM-022_2-407,high,False,0.29411764705882354,0.2618594786129771,False
CRE-20060314-ITEM-022_2-408,high,False,0.35294117647058826,0.5519462142696134,False
CRE-20060314-ITEM-022_2-409,medium,False,0.4117647058823529,0.2911781509138755,False
CRE-20060314-ITEM-022_2-410,high,False,0.47058823529411764,0.5840458999997278,False
CRE-20060314-ITEM-022_2-411,medium,False,0.5294117647058824,0.31397567600140547,False
CRE-20060314-ITEM-022_2-412,medium,False,0.5882352941176471,0.3441639485625873,False
CRE-20060314-ITEM-022_2-413,medium,False,0.6470588235294118,0.392884515309411,False
CRE-20060314-ITEM-022_2-414,medium,False,0.7058823529411765,0.29534451842205045,False
CRE-20060314-ITEM-022_2-415,high,False,0.7647058823529411,0.544393992555622,False
CRE-20060314-ITEM-022_2-416,high,False,0.8235294117647058,0.47600000284214977,False
CRE-20060314-ITEM-022_2-417,high,False,0.8823529411764706,0.597007421227517,False
CRE-20060315-ITEM-014_3-346,high,True,0.038461538461538464,0.5178852734930873,False
CRE-20060315-ITEM-014_3-347,medium,True,0.07692307692307693,0.5279676415581923,False
CRE-20060315-ITEM-014_3-348,medium,True,0.11538461538461539,0.6045918427467133,False
CRE-20060315-ITEM-014_3-349,medium,True,0.15384615384615385,0.6703363331199288,False
CRE-20060315-ITEM-014_3-350,medium,True,0.19230769230769232,0.5811558620277479,False
CRE-20060315-ITEM-014_3-351,low,True,0.23076923076923078,0.39582737513102745,False
CRE-20060315-ITEM-014_3-352,high,True,0.2692307692307692,0.5127344958446339,False
CRE-20060315-ITEM-014_3-353,high,True,0.3076923076923077,0.10155364781570307,False
CRE-20060315-ITEM-014_3-354,medium,True,0.34615384615384615,0.15077457979349096,False
CRE-20060315-ITEM-014_3-355,medium,True,0.38461538461538464,0.535769464987193,False
CRE-20060315-ITEM-014_3-356,high,True,0.4230769230769231,0.15816595780737347,False
CRE-20060315-ITEM-014_3-357,medium,True,0.46153846153846156,0.07706200044034092,False
CRE-20060315-ITEM-014_3-358,high,True,0.5,0.32904751274055766,False
CRE-20060315-ITEM-014_3-359,high,True,0.5384615384615384,0.25992183893964615,False
CRE-20060315-ITEM-014_3-360,high,True,0.5769230769230769,0.006133910562353661,False
CRE-20060315-ITEM-014_3-361,medium,True,0.6153846153846154,0.09223976338475602,False
CRE-20060315-ITEM-014_3-362,medium,True,0.6538461538461539,0.1777533023433253,False
CRE-20060315-ITEM-014_3-363,high,True,0.6923076923076923,0.6426125475299174,False
CRE-20060315-ITEM-014_3-364,medium,True,0.7307692307692307,0.42467334428998094,False
CRE-20060315-ITEM-014_3-365,medium,True,0.7692307692307693,0.13135510618697452,False
CRE-20060315-ITEM-014_3-366,high,True,0.8076923076923077,0.6210642150581609,False
CRE-20060315-ITEM-014_3-367,medium,True,0.8461538461538461,0.2278088583066704,False
CRE-20060315-ITEM-014_3-368,medium,True,0.8846153846153846,0.41105682059583815,False
CRE-20060315-ITEM-014_3-369,high,True,0.9230769230769231,0.49540367219433584,False
CRE-20060315-ITEM-014_3-346,high,False,0.038461538461538464,0.44501380599451934,False
CRE-20060315-ITEM-014_3-347,medium,False,0.07692307692307693,0.4559678016724792,False
CRE-20060315-ITEM-014_3-348,medium,False,0.11538461538461539,0.3528298887940144,False
CRE-20060315-ITEM-014_3-349,medium,False,0.15384615384615385,0.6415657508496743,False
CRE-20060315-ITEM-014_3-350,medium,False,0.19230769230769232,0.4828704658930003,False
CRE-20060315-ITEM-014_3-351,low,False,0.23076923076923078,0.5936373848042836,False
CRE-20060315-ITEM-014_3-352,high,False,0.2692307692307692,0.5422313115018319,False
CRE-20060315-ITEM-014_3-353,high,False,0.3076923076923077,0.5411371655267841,False
CRE-20060315-ITEM-014_3-354,medium,False,0.34615384615384615,0.3183656416489084,False
CRE-20060315-ITEM-014_3-355,medium,False,0.38461538461538464,0.4733155920764448,False
CRE-20060315-ITEM-014_3-356,high,False,0.4230769230769231,0.2834578708345083,False
CRE-20060315-ITEM-014_3-357,medium,False,0.46153846153846156,0.47747497646942927,False
CRE-20060315-ITEM-014_3-358,high,False,0.5,0.5454330676182902,False
CRE-20060315-ITEM-014_3-359,high,False,0.5384615384615384,0.21346757306809075,False
CRE-20060315-ITEM-014_3-360,high,False,0.5769230769230769,0.4899052744333171,False
CRE-20060315-ITEM-014_3-361,medium,False,0.6153846153846154,0.40091891155861026,False
CRE-20060315-ITEM-014_3-362,medium,False,0.6538461538461539,0.2954333526193083,False
CRE-20060315-ITEM-014_3-363,high,False,0.6923076923076923,0.5445109606029607,False
CRE-20060315-ITEM-014_3-364,medium,False,0.7307692307692307,0.6131450734065897,False
CRE-20060315-ITEM-014_3-365,medium,False,0.7692307692307693,0.5348311356195201,False
CRE-20060315-ITEM-014_3-366,high,False,0.8076923076923077,0.5217755000498154,False
CRE-20060315-ITEM-014_3-367,medium,False,0.8461538461538461,0.492026508502074,False
CRE-20060315-ITEM-014_3-368,medium,False,0.8846153846153846,0.4104639439686858,False
CRE-20060315-ITEM-014_3-369,high,False,0.9230769230769231,0.39215152543642495,False
CRE-20060322-ITEM-011_3-052,high,True,0.03571428571428571,0.6267822464274939,False
CRE-20060322-ITEM-011_3-061,medium,True,0.07142857142857142,0.4963418730094772,False
CRE-20060322-ITEM-011_3-062,high,True,0.10714285714285714,0.23208891600361106,False
CRE-20060322-ITEM-011_3-063,medium,True,0.14285714285714285,0.566318331695725,False
CRE-20060322-ITEM-011_3-064,high,True,0.17857142857142858,0.5648837160214661,False
CRE-20060322-ITEM-011_3-065,medium,True,0.21428571428571427,0.41029277432765204,False
CRE-20060322-ITEM-011_3-066,low,True,0.25,0.5313127179487769,False
CRE-20060322-ITEM-011_3-067,low,True,0.2857142857142857,0.047466127293856894,False
CRE-20060322-ITEM-011_3-068,low,True,0.32142857142857145,0.09627693043798118,False
CRE-20060322-ITEM-011_3-069,medium,True,0.35714285714285715,0.20720838914172712,False
CRE-20060322-ITEM-011_3-070,low,True,0.39285714285714285,0.10429424414741907,False
CRE-20060322-ITEM-011_3-071,medium,True,0.42857142857142855,0.24953225658134753,False
CRE-20060322-ITEM-011_3-072,high,True,0.4642857142857143,0.7088137764333179,False
CRE-20060322-ITEM-011_3-073,low,True,0.5,0.11988174052109342,False
CRE-20060322-ITEM-011_3-074,medium,True,0.5357142857142857,0.16860239824351878,False
CRE-20060322-ITEM-011_3-076,high,True,0.5714285714285714,0.5323945063221445,False
CRE-20060322-ITEM-011_3-077,low,True,0.6071428571428571,0.07416361086357548,False
CRE-20060322-ITEM-011_3-081,high,True,0.6785714285714286,0.5333421696734619,False
CRE-20060322-ITEM-011_3-083,medium,True,0.7142857142857143,0.11276813988228426,False
CRE-20060322-ITEM-011_3-084,high,True,0.75,0.2898838116769739,False
CRE-20060322-ITEM-011_3-085,high,True,0.7857142857142857,0.13757591796032154,False
CRE-20060322-ITEM-011_3-086,low,True,0.8214285714285714,0.7052014767696088,False
CRE-20060322-ITEM-011_3-087,high,True,0.8571428571428571,0.50993152982063,False
CRE-20060322-ITEM-011_3-088,high,True,0.8928571428571429,0.6006815375358772,False
CRE-20060322-ITEM-011_3-089,high,True,0.9285714285714286,0.5814730441905347,False
CRE-20060322-ITEM-011_3-052,high,False,0.03571428571428571,0.5677293283215744,False
CRE-20060322-ITEM-011_3-061,medium,False,0.07142857142857142,0.5634875885934039,False
CRE-20060322-ITEM-011_3-062,high,False,0.10714285714285714,0.28124475257006026,False
CRE-20060322-ITEM-011_3-063,medium,False,0.14285714285714285,0.5479010976100659,False
CRE-20060322-ITEM-011_3-064,high,False,0.17857142857142858,0.5626600121824223,False
CRE-20060322-ITEM-011_3-065,medium,False,0.21428571428571427,0.41589747448118547,False
CRE-20060322-ITEM-011_3-066,low,False,0.25,0.4782276708916707,False
CRE-20060322-ITEM-011_3-067,low,False,0.2857142857142857,0.08980569136794533,False
CRE-20060322-ITEM-011_3-068,low,False,0.32142857142857145,0.2765645801791274,False
CRE-20060322-ITEM-011_3-069,medium,False,0.35714285714285715,0.462349455326989,False
